player,season,team,goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z
Mario Kempes,1978,Argentina,4.9,3.05,0.53,2.02,0.58,-0.23,4.57,1.37,-0.38,0.87,-0.39,0.05,0.73,1.39,2.97,2.86
Norberto Alonso,1978,Argentina,-0.46,-0.63,-0.49,-0.75,-1.45,-1.21,-0.19,-1.11,-1.05,-1.02,-0.72,-0.57,-0.49,-0.96,-0.66,-0.83
Omar Larrosa,1978,Argentina,-0.46,-0.56,-0.24,-0.4,-0.65,-0.8,-0.76,-0.58,-0.55,-0.87,-0.72,-0.57,-0.69,-0.65,-0.94,-0.13
Oscar Ortiz,1978,Argentina,-0.46,-0.47,1.3,0.14,-0.74,-0.72,1.54,-0.31,0.32,0.1,-0.44,-0.57,-0.49,-0.49,1.72,0.48
Osvaldo Ardiles,1978,Argentina,-0.46,-0.11,-0.75,-0.35,1.23,0.01,1.97,1.31,1.61,0.67,-0.33,-0.57,-0.09,-0.18,3.39,0.54
Rene Houseman,1978,Argentina,0.43,0.3,0.02,0.98,-1.09,-0.92,0.39,-0.37,-1.05,-0.63,-0.72,-0.57,-0.49,-0.33,-0.24,-0.0
Ricardo Villa,1978,Argentina,-0.46,-0.65,-0.75,-0.7,-1.09,-1.01,-0.04,-0.51,-0.32,-0.61,-0.67,-0.11,-0.69,-0.65,-0.24,-0.93
Ubaldo Fillol,1978,Argentina,-0.46,-0.71,-0.75,-0.75,0.51,0.85,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.66,-1.01
Bruno Pezzey,1978,Austria,-0.46,-0.31,-0.12,-0.39,0.59,0.02,0.32,0.63,1.37,1.67,3.0,2.66,3.28,1.4,0.29,0.06
Eduard Krieger,1978,Austria,-0.46,-0.36,0.5,-0.33,0.41,-0.12,-0.73,0.22,1.12,-0.18,-0.31,0.56,0.05,-0.32,-0.39,-0.12
Erich Obermayer,1978,Austria,0.63,-0.29,-0.43,-0.57,1.15,1.08,-0.56,-0.36,0.14,1.81,2.18,1.86,-0.2,-0.13,-0.05,-0.85
Friedrich Koncilia,1978,Austria,-0.46,-0.71,-0.75,-0.75,0.87,3.1,-0.91,-1.18,-1.05,-1.02,-0.66,-0.57,-0.69,-1.27,-0.22,-1.01
Gerhard Breitenberger,1978,Austria,-0.46,-0.67,0.5,-0.63,0.35,0.44,-0.91,-0.03,0.1,-0.18,0.79,-0.57,-0.45,-0.32,-0.56,-0.22
Hans Johann Krankl,1978,Austria,3.91,4.47,-0.75,3.36,-0.27,-0.69,2.26,0.79,-0.71,-0.81,-0.72,-0.23,0.79,-0.32,0.29,0.92
Hans Pirkner,1978,Austria,-0.46,-0.44,-0.75,-0.45,-1.54,-1.29,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-0.89,-0.73,-1.01
Heinrich Strasser,1978,Austria,-0.46,-0.64,-0.75,-0.69,-0.63,-0.26,-0.03,0.05,-0.35,-0.65,-0.03,-0.57,-0.45,-0.13,-0.73,-0.77
Herbert Prohaska,1978,Austria,-0.46,-0.71,0.19,-0.39,3.12,1.86,1.03,3.91,0.54,0.17,-0.38,-0.57,-0.45,0.45,0.46,1.14
Heribert Weber,1978,Austria,-0.46,-0.6,-0.75,-0.57,-1.35,-1.15,-0.73,-0.93,-1.05,-1.02,-0.52,-0.57,0.05,-1.27,-0.73,-0.93
Josef Hickersberger,1978,Austria,-0.46,-0.16,0.19,-0.45,0.46,-0.16,-0.2,0.05,0.16,-0.54,-0.59,0.59,-0.45,-0.51,1.14,-0.23
Kurt Jara,1978,Austria,-0.46,-0.13,-0.12,0.22,0.31,0.41,-0.56,0.54,-0.68,-0.43,-0.52,0.29,-0.45,-1.27,-0.56,0.21
Robert Sara,1978,Austria,-0.46,-0.44,2.38,-0.27,2.04,1.96,1.03,1.45,1.66,1.27,0.17,0.12,-0.45,1.59,0.12,0.76
Walter Schachner,1978,Austria,0.63,-0.11,-0.43,0.22,-1.09,-0.86,-0.38,-0.44,-1.05,-1.02,-0.66,-0.57,-0.2,-0.89,0.12,0.08
Wilhelm Kreuz,1978,Austria,-0.46,0.98,-0.43,0.76,1.15,-0.16,0.85,0.96,0.61,1.09,-0.72,0.72,-0.45,1.4,0.46,0.03
Chicao,1978,Brazil,-0.46,-0.71,-0.75,-0.75,-1.02,-1.11,-0.91,-1.04,-0.69,-0.49,-0.67,-0.19,-0.48,-0.94,0.09,-0.97
Dirceu,1978,Brazil,2.35,0.05,-0.21,-0.39,1.53,1.01,1.51,1.42,1.35,1.51,-0.19,-0.57,-0.48,0.2,-0.34,0.25
Edinho,1978,Brazil,-0.46,-0.63,0.32,-0.44,-0.74,-0.35,-0.3,-0.34,-0.34,-0.26,0.1,-0.57,-0.06,0.69,0.24,-0.37
Gil,1978,Brazil,-0.46,0.74,0.06,0.44,-0.66,-0.72,0.75,-0.12,-0.93,-0.85,-0.72,-0.57,-0.48,0.2,0.09,0.36
Joao Batista da Silva Batista,1978,Brazil,-0.46,-0.51,-0.75,-0.7,1.94,0.07,-0.0,0.02,2.82,2.56,0.34,0.01,-0.27,0.86,0.97,-0.1
José Oscar Bernardi,1978,Brazil,-0.46,-0.52,-0.75,-0.44,0.68,0.25,-0.61,-0.27,-0.93,2.23,2.77,3.62,2.71,1.84,-0.93,-0.79
José Reinaldo de Lima Reinaldo,1978,Brazil,0.47,0.4,-0.48,0.34,-1.12,-1.11,-0.3,-0.48,-0.9,-0.86,-0.67,-0.57,-0.69,0.53,0.24,-0.89
José Rodrigues Neto,1978,Brazil,-0.46,-0.57,0.32,-0.54,-0.43,-0.26,0.15,-0.19,-0.45,0.31,-0.55,-0.57,-0.48,0.53,-0.49,-0.56
João Justino Amaral dos Santos Amaral,1978,Brazil,-0.46,-0.44,-0.75,-0.59,1.03,0.43,-0.76,0.72,-0.53,1.4,2.06,1.63,-0.27,-0.94,-0.78,-0.83
Leão,1978,Brazil,-0.46,-0.71,-0.75,-0.75,0.62,1.77,-0.91,-0.9,-1.05,-1.02,-0.67,-0.57,-0.69,-1.27,-1.08,-1.01
Manoel Rezende de Matos Cabral,1978,Brazil,1.41,0.2,-0.21,-0.75,-0.28,0.43,-0.3,0.93,-0.17,0.09,0.16,-0.57,-0.48,0.37,-0.34,-0.28
Mendonca,1978,Brazil,-0.46,1.21,-0.48,0.86,0.84,-0.78,0.75,1.35,-0.5,-0.68,-0.67,-0.57,-0.69,-0.94,0.09,0.45
Rivellino,1978,Brazil,-0.46,-0.47,-0.75,-0.7,-0.61,-0.48,-0.15,-0.69,-0.17,-0.25,-0.67,-0.57,-0.69,-0.45,-0.05,-0.6
Roberto Dinamite,1978,Brazil,2.35,1.25,-0.75,1.74,-0.73,-1.02,-0.76,-0.76,-0.75,-0.66,-0.72,-0.19,0.79,-0.13,0.53,0.14
Toninho,1978,Brazil,-0.46,-0.38,1.67,-0.59,0.59,0.68,0.15,0.58,1.39,0.61,0.64,-0.57,0.16,1.51,-0.34,0.2
Toninho Cerezo,1978,Brazil,-0.46,-0.13,-0.21,-0.28,1.43,0.43,-0.45,0.37,0.72,1.16,-0.61,-0.57,-0.27,0.69,-0.34,0.44
Zico,1978,Brazil,0.47,1.1,-0.48,-0.28,-0.78,-0.84,-0.15,-0.69,-0.02,-0.39,-0.61,-0.57,-0.27,-0.29,-0.05,-0.01
Bernard Lacombe,1978,France,1.72,0.64,-0.12,1.43,-0.31,-0.76,-0.2,-0.69,-0.69,-0.14,-0.72,0.66,-0.2,-0.13,0.97,0.1
Christian Dalger,1978,France,-0.46,-0.42,0.5,-0.75,-1.11,-0.83,-0.2,-0.03,-0.27,-1.02,-0.72,-0.57,-0.69,-1.27,-0.05,0.03
Christian Lopez,1978,France,1.72,-0.42,-0.75,-0.75,-0.18,0.02,-0.91,-0.19,3.03,3.19,0.79,4.79,-0.69,1.4,-0.39,-0.6
Claude Papi,1978,France,-0.46,-0.6,-0.75,-0.27,-1.09,-1.11,-0.91,-0.69,-0.73,-0.51,-0.59,-0.57,-0.69,-0.89,-1.08,-0.72
Didier Six,1978,France,-0.46,0.42,3.01,0.1,-0.26,-0.41,2.97,0.3,0.38,-0.4,-0.72,-0.57,0.3,1.78,-0.39,1.42
Dominique Bathenay,1978,France,-0.46,-0.42,-0.12,-0.39,0.01,-0.05,0.85,0.79,-0.01,0.34,-0.03,-0.57,-0.2,-0.13,-0.39,1.33
Dominique Dropsy,1978,France,-0.46,-0.71,-0.75,-0.75,-0.85,-0.48,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
Dominique Rocheteau,1978,France,1.72,0.56,2.38,0.94,-0.45,-0.41,0.5,-0.19,1.03,-0.74,-0.59,-0.57,-0.69,-0.51,-0.05,1.17
Dominque Baratelli,1978,France,-0.46,-0.71,-0.75,-0.75,-1.57,-1.18,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
François Bracci,1978,France,-0.46,-0.45,-0.12,-0.51,-0.53,-0.12,-0.56,-0.69,-0.09,0.0,0.79,-0.57,0.79,0.26,-1.08,-0.88
Gérard Janvion,1978,France,-0.46,-0.6,-0.12,-0.27,0.22,0.09,-0.56,-0.52,-0.01,1.19,1.21,-0.57,-0.69,0.64,-0.39,-0.47
Henri Michel,1978,France,-0.46,0.02,2.38,-0.14,1.15,0.51,1.21,1.61,1.24,0.46,-0.31,-0.57,-0.2,0.64,0.29,1.93
Jean Petit,1978,France,-0.46,-0.71,-0.12,0.46,0.03,0.02,-0.2,-0.03,-0.73,-0.51,-0.45,-0.57,-0.69,0.26,-1.08,1.48
Jean-Marc Guillou,1978,France,-0.46,-0.56,-0.75,-0.63,-0.66,-0.83,-0.2,0.13,-1.05,-1.02,-0.59,-0.57,-0.69,-0.51,-0.39,-0.69
Jean-Paul Bertand-Demanes,1978,France,-0.46,-0.71,-0.75,-0.75,-0.74,-0.12,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
Marc Berdoll,1978,France,1.72,2.96,-0.75,2.03,-1.14,-1.11,-0.56,-0.52,-0.34,-1.02,-0.72,-0.57,-0.69,-0.51,-0.73,0.89
Marius Trésor,1978,France,-0.46,-0.6,-0.75,0.46,0.7,1.29,-0.2,1.12,1.85,3.27,2.73,2.67,2.78,1.02,-0.73,-0.09
Maxime Bossis,1978,France,-0.46,-0.42,-0.12,-0.39,0.3,0.23,1.56,1.12,3.49,0.72,0.24,-0.57,0.79,-0.13,-0.73,-0.66
Michel Platini,1978,France,1.72,0.82,-0.75,1.31,1.23,0.73,0.5,1.28,1.85,0.4,-0.72,-0.57,-0.2,1.4,1.65,2.53
Olivier Rouyer,1978,France,-0.46,-0.13,-0.12,0.82,-0.85,-0.62,0.85,0.63,-0.73,-0.77,-0.72,-0.57,-0.69,-0.13,0.29,1.17
Patrice Rio,1978,France,-0.46,-0.64,-0.75,-0.75,-0.87,-0.69,-0.91,-0.85,-0.27,-0.09,0.79,-0.57,1.29,-0.51,-1.08,-1.01
Patrick Battiston,1978,France,-0.46,-0.71,-0.12,-0.75,-0.66,0.02,-0.91,-1.02,-0.33,1.26,-0.31,0.55,-0.2,-0.89,-1.08,-0.12
Andras Toth,1978,Hungary,1.72,2.42,1.13,-0.51,-1.35,-0.97,-0.91,-1.18,-0.5,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,0.0
András Törõcsik,1978,Hungary,-0.46,1.18,-0.75,1.18,-0.31,-0.26,2.26,0.79,-0.36,-1.02,-0.72,-0.57,-0.2,0.26,2.34,0.06
Ferenc Meszaros,1978,Hungary,-0.46,-0.71,-0.75,-0.75,-1.03,-0.19,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
Gyözö Martos,1978,Hungary,-0.46,-0.64,1.13,-0.51,0.7,2.35,0.15,0.79,0.28,-0.26,0.79,-0.57,-0.2,1.78,0.97,0.44
Istvan Halasz,1978,Hungary,-0.46,0.24,-0.12,-0.14,-1.09,-0.9,-0.91,-0.52,-0.87,-1.02,-0.72,-0.57,-0.69,-0.51,-1.08,-0.19
Istvan Kocsis,1978,Hungary,-0.46,-0.53,-0.12,-0.75,-0.55,-0.19,-0.91,-0.85,-0.07,-0.68,3.97,0.77,0.3,-0.51,-1.08,-0.41
József Tóth,1978,Hungary,-0.46,-0.64,-0.75,-0.75,0.51,2.21,-0.2,0.79,0.37,0.78,0.93,-0.57,-0.69,2.17,-0.73,-0.22
Karoly Csapo,1978,Hungary,1.72,1.65,0.5,0.1,-0.37,-0.48,-0.91,0.46,-0.69,-0.44,-0.17,-0.57,-0.2,0.26,-0.05,-0.16
Laszlo Bálint,1978,Hungary,-0.46,-0.71,-0.75,-0.75,-1.38,-1.04,-0.91,-0.85,-0.77,-0.35,0.1,1.2,-0.2,-1.27,-0.73,-1.01
Laszlo Pusztai,1978,Hungary,-0.46,0.82,1.13,2.51,-0.87,-0.55,-0.91,-0.19,0.17,-1.02,-0.59,-0.57,-0.2,-0.89,0.29,1.86
László Fazekas,1978,Hungary,-0.46,0.09,-0.75,0.22,-1.33,-1.04,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.73,-0.91
László Nagy,1978,Hungary,-0.46,0.38,-0.12,0.46,-0.74,-0.05,0.5,0.63,-0.62,-0.8,-0.17,-0.19,-0.2,-0.89,0.63,0.38
Peter Török,1978,Hungary,-0.46,-0.67,-0.75,-0.75,-1.27,-1.11,0.15,-0.52,-1.05,-1.02,-0.45,-0.19,-0.69,-0.51,-0.73,-1.01
Sandor Gujdar,1978,Hungary,-0.46,-0.71,-0.75,-0.75,-0.39,1.01,-0.91,-1.18,-1.05,-1.02,-0.59,-0.57,-0.69,-1.27,-0.73,-1.01
Sandor Zombori,1978,Hungary,1.72,1.0,0.5,0.46,1.13,1.72,1.21,1.12,-0.34,0.16,0.1,-0.57,-0.2,1.4,0.63,1.58
Sándor Pintér,1978,Hungary,-0.46,-0.71,-0.75,-0.27,2.08,0.44,1.21,0.46,1.85,-0.07,-0.31,0.01,-0.2,2.93,2.34,-0.19
Tibor Nyilasi,1978,Hungary,-0.46,-0.53,-0.75,-0.02,-0.15,0.09,0.15,0.46,0.17,-0.7,-0.59,0.2,0.79,1.02,-0.05,1.2
Zoltan Kereki,1978,Hungary,-0.46,-0.71,-0.75,-0.51,-0.07,-0.12,-0.91,-0.85,0.35,0.35,3.0,0.96,0.3,1.02,-0.39,-0.72
Ali Par Win,1978,Iran,-0.46,0.2,1.76,0.22,1.66,0.94,0.15,1.94,-0.12,-0.01,0.24,-0.57,-0.69,-0.51,-0.73,0.54
Andaranik Eskandarian,1978,Iran,-0.46,-0.71,-0.75,-0.75,-0.26,-0.12,-0.56,-0.36,-0.74,0.49,1.07,0.76,-0.2,2.55,0.63,-0.69
Ebrahim Kassempoor,1978,Iran,-0.46,-0.24,-0.12,-0.02,0.81,0.16,0.15,1.12,-0.04,0.57,-0.45,-0.19,-0.2,0.26,-0.39,0.19
Ghafoor Jahani,1978,Iran,-0.46,-0.45,-0.12,1.79,-0.71,-1.04,-0.2,-0.85,-0.86,-0.78,-0.45,0.02,3.28,-0.13,0.29,0.06
Hassan Naibagha,1978,Iran,-0.46,-0.71,-0.75,-0.75,-1.11,-1.04,-0.91,-1.02,-0.93,-0.83,-0.31,0.18,-0.69,-0.13,-1.08,-1.01
Hassan Nazari,1978,Iran,-0.46,-0.31,0.5,-0.51,0.81,1.58,0.15,0.13,0.41,-0.07,0.38,-0.19,-0.2,1.02,0.29,0.06
Hassan Rowshan,1978,Iran,1.72,1.29,-0.75,-0.02,-1.01,-1.04,-0.2,-0.52,-1.05,-1.02,-0.72,-0.57,-0.2,-0.13,0.97,-0.79
Hossein Kazerani,1978,Iran,-0.46,-0.71,-0.75,-0.75,0.03,-0.05,-0.91,-1.02,0.2,0.56,2.18,0.18,-0.2,-0.13,-0.39,-0.91
Hussein Faraki,1978,Iran,-0.46,-0.13,-0.12,0.58,-0.69,-0.83,0.15,-0.52,-0.4,-0.48,-0.59,-0.57,-0.69,1.78,0.29,0.19
Iraj Danayfar,1978,Iran,1.72,0.35,-0.12,0.58,-0.34,-0.76,2.61,0.96,-0.3,-0.58,-0.72,-0.57,-0.2,0.64,0.63,-0.03
Jawad Allahwardi,1978,Iran,-0.46,-0.67,-0.75,-0.75,-1.19,-0.9,-0.91,-1.18,-0.77,-0.35,-0.17,-0.57,0.3,0.26,-0.73,-1.01
Mohammad Sadeqi,1978,Iran,-0.46,0.64,-0.75,0.1,0.67,-0.55,1.91,0.3,-0.25,1.29,-0.45,-0.57,0.3,1.4,-0.05,-0.47
Nasrollah Abdollahi,1978,Iran,-0.46,-0.49,-0.75,-0.75,-0.79,-0.9,-0.91,-0.85,1.32,0.06,1.9,2.39,0.79,1.78,-0.39,-1.01
Nasser Hejazi,1978,Iran,-0.46,-0.71,-0.75,-0.75,0.17,1.79,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-0.51,-0.39,-1.01
Aldo Maldera,1978,Italy,-0.46,-0.66,-0.75,-0.7,-1.35,-1.2,-0.76,-0.97,-0.52,-0.85,-0.43,-0.23,-0.48,-0.13,-1.08,-1.01
Antonello Cuccureddu,1978,Italy,-0.46,-0.54,-0.48,-0.65,-0.55,-0.35,-0.76,-0.76,-0.25,-0.36,0.05,0.92,-0.27,-0.78,-0.34,-0.7
Antonio Cabrini,1978,Italy,-0.46,-0.38,1.67,-0.08,0.51,0.65,0.15,-0.05,0.02,1.17,1.23,-0.57,-0.06,1.18,0.83,0.11
Claudio Gentile,1978,Italy,-0.46,-0.71,0.06,-0.44,0.62,0.89,0.3,-0.05,0.88,1.55,1.64,0.6,1.22,1.68,1.56,-0.39
Claudio Sala,1978,Italy,-0.46,-0.71,-0.75,-0.75,-1.53,-1.23,-0.15,-0.97,-0.7,-0.64,-0.67,-0.57,-0.69,-0.94,-0.2,-1.01
Dino Zoff,1978,Italy,-0.46,-0.71,-0.75,-0.75,0.31,1.43,-0.91,-1.11,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.64,-1.01
Francesco Graziani,1978,Italy,-0.46,-0.52,-0.48,-0.59,-1.5,-1.23,-0.76,-0.97,-1.05,-0.92,-0.72,-0.57,-0.48,-1.11,-1.08,-0.86
Franco Causio,1978,Italy,0.47,0.57,1.67,0.24,1.12,1.37,1.96,1.14,0.43,0.53,-0.49,-0.57,-0.27,0.04,0.68,1.29
Gaetano Scirea,1978,Italy,-0.46,-0.71,-0.21,-0.7,1.37,1.34,-0.61,0.3,0.53,1.0,3.3,3.43,-0.06,-0.45,-0.93,-0.6
Giancarlo Antognoni,1978,Italy,-0.46,-0.02,-0.48,-0.54,-0.01,-0.51,-0.0,-0.05,-0.3,0.17,-0.49,-0.06,-0.27,-0.62,-0.34,-0.52
Marco Tardelli,1978,Italy,-0.46,0.15,0.06,-0.18,1.06,0.28,1.05,0.3,0.66,1.23,0.46,0.95,0.16,0.86,1.26,-0.37
Mauro Bellugi,1978,Italy,-0.46,-0.71,-0.75,-0.75,-0.8,-0.81,-0.91,-1.11,0.12,0.68,0.7,0.21,1.22,-0.13,-0.05,-0.94
Paolo Rossi,1978,Italy,2.35,1.01,1.4,1.48,0.31,-0.57,1.36,-0.12,0.15,-0.92,-0.67,-0.07,0.79,0.2,1.56,1.29
Patrizio Sala,1978,Italy,-0.46,-0.65,-0.75,-0.75,-1.26,-1.11,-0.91,-1.18,-0.73,-0.85,-0.67,0.1,-0.06,-0.62,-0.93,-1.01
Renato Zaccarelli,1978,Italy,0.47,-0.35,0.32,0.03,-0.67,-0.72,-0.45,-0.69,-0.25,-0.28,-0.01,-0.57,0.16,-0.78,-0.64,-0.28
Roberto Bettega,1978,Italy,1.41,2.2,-0.75,2.41,0.11,-0.69,1.21,-0.05,-0.73,-0.5,-0.01,-0.57,3.98,0.2,2.87,0.38
Romeo Benetti,1978,Italy,0.47,-0.02,0.06,-0.28,0.75,0.1,-0.3,0.02,0.47,0.66,-0.07,0.51,-0.69,2.33,-0.2,-0.18
Alfredo Tena,1978,Mexico,-0.46,-0.71,-0.75,-0.75,-1.14,-0.76,-0.91,-1.18,1.77,0.14,0.79,0.13,1.29,-0.89,-0.39,-1.01
Antonio de la Torre,1978,Mexico,-0.46,0.31,-0.12,0.1,1.79,1.22,0.15,1.28,0.49,0.93,-0.03,-0.57,-0.69,-0.51,-0.05,0.76
Arturo Vazquez Ayala,1978,Mexico,1.72,2.49,-0.12,-0.75,1.66,1.79,0.15,0.63,0.53,1.38,1.49,1.07,-0.69,0.26,1.31,-0.28
Carlos Gomez,1978,Mexico,-0.46,-0.71,-0.75,-0.75,-0.66,-0.48,-0.56,-0.52,-0.53,-0.19,0.52,0.26,-0.69,-1.27,-0.73,-1.01
Cristobal Ortega,1978,Mexico,-0.46,-0.34,0.5,-0.14,-0.98,-1.11,-0.56,-0.19,-0.79,-0.19,-0.72,-0.57,-0.69,-0.89,0.97,-0.25
Eduardo Ramos,1978,Mexico,-0.46,-0.71,-0.75,-0.63,-0.58,0.44,-0.56,-0.52,-0.15,0.32,1.35,2.76,0.3,-0.51,-0.05,-1.01
Enrique Lopez,1978,Mexico,-0.46,-0.6,0.5,-0.75,-1.11,-0.62,-0.91,-0.69,-1.05,-0.84,-0.59,-0.57,-0.69,-1.27,-0.39,-0.31
Gerardo Lugo Gomez,1978,Mexico,-0.46,0.27,-0.12,0.1,-0.87,-0.69,0.5,-0.03,-1.05,-1.02,-0.72,-0.57,-0.69,-0.89,-1.08,-0.22
Guillermo Mendizabal,1978,Mexico,-0.46,0.35,0.5,0.82,0.54,-0.48,0.85,1.94,-0.08,0.1,-0.31,-0.57,-0.2,-0.13,0.63,0.82
Hugo Sanchez,1978,Mexico,-0.46,1.65,1.13,3.12,0.81,0.09,0.15,0.79,0.45,-0.45,-0.72,-0.57,-0.2,-0.89,1.31,2.97
Ignacio Flores,1978,Mexico,-0.46,-0.71,-0.12,-0.63,-1.17,-0.9,-0.56,-0.85,-0.26,-0.4,0.24,0.26,-0.69,-0.89,-0.39,-0.47
Javier Cardenas,1978,Mexico,-0.46,-0.67,-0.12,-0.75,-0.95,-0.97,-0.91,-1.02,-0.79,-0.81,-0.72,-0.57,-0.69,-0.89,-1.08,-0.69
Jesus Martinez,1978,Mexico,-0.46,-0.64,-0.75,-0.75,-0.07,0.02,-0.2,0.46,0.36,0.5,-0.03,-0.57,-0.69,-0.13,-0.73,-0.88
Jose Pilar Reyes,1978,Mexico,-0.46,-0.71,-0.75,-0.75,-0.63,0.09,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
Leonardo Cuellar,1978,Mexico,-0.46,1.22,3.63,1.67,2.4,2.14,1.91,2.76,-0.83,-0.08,-0.03,-0.57,0.3,-0.89,1.31,3.47
Pedro Soto,1978,Mexico,-0.46,-0.71,-0.75,-0.75,-0.47,0.94,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
Raul Isiordia,1978,Mexico,-0.46,-0.34,1.13,0.1,-0.9,-0.41,0.85,0.79,-0.66,-1.02,-0.59,-0.57,-0.69,-1.27,-0.05,0.89
Rigoberto Cisneros,1978,Mexico,-0.46,0.13,-0.75,-0.39,-1.01,-0.55,-0.91,-0.85,-0.26,0.44,1.07,1.07,1.79,-0.89,-1.08,-1.01
Victor Rangel,1978,Mexico,1.72,1.29,-0.12,2.27,-0.21,-0.83,-0.91,-0.69,0.0,-0.45,-0.72,-0.57,-0.2,1.02,1.65,0.38
Adrie van Kraay,1978,Netherlands,-0.46,-0.71,-0.49,-0.75,-1.5,-1.21,-0.76,-1.05,-0.8,-1.02,-0.55,-0.57,-0.69,-0.96,-1.08,-0.81
Arie Haan,1978,Netherlands,1.32,0.23,2.32,0.14,0.8,0.64,-0.62,0.1,2.43,0.96,-0.55,-0.19,-0.49,2.32,0.74,1.63
Dick Nanninga,1978,Netherlands,0.43,-0.19,-0.75,0.49,-1.37,-1.15,-0.91,-1.11,-1.05,-0.62,-0.72,-0.57,0.93,-1.12,-0.8,-0.62
Ernie Brandts,1978,Netherlands,1.32,-0.44,-0.75,-0.5,-0.86,-0.95,-0.76,-0.58,-0.05,-0.14,0.8,0.3,0.52,0.29,-0.94,-0.93
Jan Boskamp,1978,Netherlands,-0.46,-0.59,-0.49,-0.65,-1.2,-1.18,-0.76,-1.18,-0.67,-0.95,-0.67,-0.57,-0.69,-0.8,-0.66,-0.69
Jan Jongbloed,1978,Netherlands,-0.46,-0.71,-0.75,-0.75,-0.2,1.34,-0.91,-1.18,-1.05,-1.02,-0.67,-0.57,-0.69,-1.27,-0.8,-1.01
Jan Poortvliet,1978,Netherlands,-0.46,-0.22,-0.49,-0.16,0.24,-0.17,-0.76,-0.17,1.01,0.4,0.12,-0.13,0.12,1.7,-0.66,-0.56
Johan Neeskens,1978,Netherlands,-0.46,0.59,0.02,1.43,-0.33,-0.63,-0.33,-0.24,0.44,0.18,-0.16,-0.57,1.34,0.14,0.6,-0.27
Johnny Rep,1978,Netherlands,2.22,1.4,0.53,1.53,-0.05,-0.28,0.39,1.17,-0.44,-0.68,-0.61,-0.57,1.34,1.07,1.3,0.58
Piet Schrijvers,1978,Netherlands,-0.46,-0.71,-0.75,-0.75,-0.94,-0.31,-0.91,-1.18,-1.05,-1.02,-0.67,-0.57,-0.69,-1.27,-0.94,-1.01
Piet Wildschut,1978,Netherlands,-0.46,-0.65,-0.49,-0.65,-0.93,-1.01,0.1,-0.64,-0.69,-0.4,-0.33,-0.57,-0.29,-0.18,-0.1,-0.93
Rene van de Kerkhof,1978,Netherlands,0.43,0.17,3.6,0.98,-0.11,-0.25,1.54,1.31,-0.1,0.34,-0.67,-0.57,-0.49,0.45,0.6,2.13
Rob Rensenbrink,1978,Netherlands,4.01,6.71,-0.24,3.36,-0.08,-0.75,1.11,0.9,0.01,-0.4,-0.5,-0.19,0.32,0.29,1.16,0.62
Ruud Krol,1978,Netherlands,-0.46,-0.44,-0.24,-0.7,2.43,1.77,0.24,1.78,2.38,1.53,1.31,1.84,0.52,1.23,-0.38,0.45
Willy van de Kerkhof,1978,Netherlands,0.43,0.35,1.3,0.09,1.2,1.16,0.82,0.7,3.45,2.31,-0.16,-0.2,-0.69,2.32,-0.24,1.16
Wim Jansen,1978,Netherlands,-0.46,-0.57,1.81,-0.5,1.09,0.59,-0.19,0.7,1.63,1.47,0.12,-0.57,0.12,0.45,0.6,0.95
Wim Rijsbergen,1978,Netherlands,-0.46,-0.69,-0.49,-0.75,-0.82,-0.77,-0.76,-0.58,-0.37,-0.11,-0.05,-0.27,-0.29,-0.02,-0.24,-0.79
Wim Suurbier,1978,Netherlands,-0.46,-0.57,0.02,-0.65,-0.39,-0.34,-0.91,-0.78,0.28,-0.45,0.01,0.01,-0.29,0.92,-0.8,-0.67
Alfredo Quesada,1978,Peru,-0.46,-0.56,-0.75,-0.63,-0.29,-0.55,-0.91,-0.61,0.1,-0.21,-0.45,-0.57,-0.69,-0.51,-0.56,-0.91
Cesar Cueto,1978,Peru,0.63,0.11,-0.43,0.04,1.62,0.51,0.68,0.3,0.36,-0.41,-0.45,-0.04,-0.69,1.02,-0.56,1.07
Guillermo La Rosa,1978,Peru,-0.46,0.05,-0.75,0.46,-0.53,-1.04,-0.56,-0.28,-0.52,-0.58,-0.45,0.42,0.05,-0.32,0.46,-0.25
